student_id,conflict_student_id
kbray5,mhoga10
kbray5,lflyn4
kbray5,apitt4
kbray5,bhowe6
kbray5,brhod3
kbray5,smcfa7
kbray5,lho5
kbray5,rhenr7
kbray5,ljenn6
kbray5,cpayn6
kbray5,dmaye10
kbray5,hmeye1
kbray5,dguer9
kbray5,rnich4
kbray5,jcros4
kbray5,rryan7
kbray5,smcca9
kbray5,dgoul9
kbray5,brami4
kbray5,lward2
kbray5,csell2
kbray5,iheat4
kbray5,cdela8
kbray5,jespa1
kbray5,tpach2
kbray5,awilk9
kbray5,mmort3
kbray5,bspen7
kbray5,rbowe9
kbray5,lklei6
kbray5,wengl4
kbray5,jnels1
kbray5,jmart1
kbray5,vhowa6
kbray5,sunde1
kbray5,cstev3
kbray5,rbart6
kbray5,kobri1
kbray5,wdoug6
kbray5,rknig7
kbray5,panth3
kbray5,hcoff10
kbray5,dsava3
kbray5,ehobb7
kbray5,erobi2
kbray5,kfigu4
kbray5,amedi4
kbray5,wwilk6
kbray5,dhurs6
kbray5,apere3
kbray5,phayn1
kbray5,vdavi6
kbray5,aowen5
kbray5,sbran2
kbray5,emyer2
kbray5,cgome10
kbray5,kbail9
kbray5,wcann2
kbray5,eyang4
kbray5,jwill8
kbray5,cburk3
kbray5,cfern9
kbray5,gwhit2
kbray5,fhatf7
kbray5,lgarr10
kbray5,mnixo3
kbray5,schen9
kbray5,agree7
kbray5,wproc8
kbray5,cluce8
kbray5,amay10
kbray5,orosa5
kbray5,bbenn4
kbray5,ghold6
kbray5,jwhee10
kbray5,ccolo1
kbray5,dhint7
kbray5,dritt8
kbray5,jrubi6
kbray5,mlevy6
kbray5,dmcco3
kbray5,dcamp9
kbray5,tcomb10
kbray5,fsoli8
mherm2,cfree10
mherm2,sgood4
mherm2,kbray5
mherm2,jsala4
mherm2,wmitc5
mherm2,rgrif8
mherm2,dbest4
mherm2,hvanc2
mherm2,ajone1
mherm2,mgile3
mherm2,wclem9
mherm2,lmcco4
mherm2,nschm3
mherm2,mhale2
mherm2,ccarl8
mherm2,mhoga10
mherm2,lflyn4
mherm2,apitt4
mherm2,bhowe6
mherm2,brhod3
mherm2,smcfa7
mherm2,lho5
mherm2,rhenr7
mherm2,ljenn6
mherm2,cpayn6
mherm2,dmaye10
mherm2,hmeye1
mherm2,dguer9
mherm2,rnich4
mherm2,jcros4
mherm2,rryan7
mherm2,smcca9
mherm2,dgoul9
mherm2,brami4
mherm2,lward2
mherm2,csell2
mherm2,iheat4
mherm2,cdela8
mherm2,jespa1
mherm2,tpach2
mherm2,awilk9
mherm2,mmort3
mherm2,bspen7
mherm2,rbowe9
mherm2,lklei6
mherm2,wengl4
mherm2,jnels1
mherm2,jmart1
mherm2,vhowa6
mherm2,sunde1
mherm2,cstev3
mherm2,rbart6
mherm2,kobri1
mherm2,wdoug6
mherm2,rknig7
mherm2,panth3
mherm2,hcoff10
mherm2,dsava3
mherm2,ehobb7
mherm2,erobi2
mherm2,kfigu4
mherm2,amedi4
mherm2,wwilk6
mherm2,dhurs6
mherm2,apere3
mherm2,phayn1
mherm2,vdavi6
mherm2,aowen5
mherm2,sbran2
mherm2,emyer2
mherm2,cgome10
mherm2,kbail9
mherm2,wcann2
mherm2,eyang4
mherm2,jwill8
mherm2,cburk3
mherm2,cfern9
mherm2,gwhit2
mherm2,fhatf7
mherm2,lgarr10
mherm2,mnixo3
mherm2,schen9
mherm2,agree7
mherm2,wproc8
mherm2,cluce8
mherm2,amay10
mherm2,orosa5
mherm2,bbenn4
mherm2,ghold6
mherm2,jwhee10
mherm2,ccolo1
mherm2,dhint7
mherm2,dritt8
mherm2,jrubi6
mherm2,mlevy6
mherm2,dmcco3
mherm2,dcamp9
mherm2,tcomb10
mherm2,fsoli8
jsala4,cfree10
jsala4,sgood4
jsala4,kbray5
jsala4,mherm2
jsala4,wmitc5
jsala4,rgrif8
jsala4,dbest4
jsala4,hvanc2
jsala4,ajone1
jsala4,mgile3
jsala4,wclem9
jsala4,lmcco4
jsala4,nschm3
jsala4,mhale2
jsala4,ccarl8
jsala4,mhoga10
jsala4,lflyn4
jsala4,apitt4
jsala4,bhowe6
jsala4,brhod3
jsala4,smcfa7
jsala4,lho5
jsala4,rhenr7
jsala4,ljenn6
jsala4,cpayn6
jsala4,dmaye10
jsala4,hmeye1
jsala4,dguer9
jsala4,rnich4
jsala4,jcros4
jsala4,rryan7
jsala4,smcca9
jsala4,dgoul9
jsala4,brami4
jsala4,lward2
jsala4,csell2
jsala4,iheat4
jsala4,cdela8
jsala4,jespa1
jsala4,tpach2
jsala4,awilk9
jsala4,mmort3
jsala4,bspen7
jsala4,rbowe9
jsala4,lklei6
jsala4,wengl4
jsala4,jnels1
jsala4,jmart1
jsala4,vhowa6
jsala4,sunde1
jsala4,cstev3
jsala4,rbart6
jsala4,kobri1
jsala4,wdoug6
jsala4,rknig7
jsala4,panth3
jsala4,hcoff10
jsala4,dsava3
jsala4,ehobb7
jsala4,erobi2
jsala4,kfigu4
jsala4,amedi4
jsala4,wwilk6
jsala4,dhurs6
jsala4,apere3
jsala4,phayn1
jsala4,vdavi6
jsala4,aowen5
jsala4,sbran2
jsala4,emyer2
jsala4,cgome10
jsala4,kbail9
jsala4,wcann2
jsala4,eyang4
jsala4,jwill8
jsala4,cburk3
jsala4,cfern9
jsala4,gwhit2
jsala4,fhatf7
jsala4,lgarr10
jsala4,mnixo3
jsala4,schen9
jsala4,agree7
jsala4,wproc8
jsala4,cluce8
jsala4,amay10
jsala4,orosa5
jsala4,bbenn4
jsala4,ghold6
jsala4,jwhee10
jsala4,ccolo1
jsala4,dhint7
jsala4,dritt8
jsala4,jrubi6
jsala4,mlevy6
jsala4,dmcco3
jsala4,dcamp9
jsala4,tcomb10
jsala4,fsoli8
wmitc5,cfree10
wmitc5,sgood4
wmitc5,kbray5
wmitc5,mherm2
wmitc5,jsala4
