student_id,conflict_student_id
kbray5,mhoga10
kbray5,lflyn4
kbray5,apitt4
kbray5,bhowe6
kbray5,brhod3
kbray5,smcfa7
kbray5,lho5
kbray5,rhenr7
kbray5,ljenn6
kbray5,cpayn6
kbray5,dmaye10
kbray5,hmeye1
kbray5,dguer9
kbray5,rnich4
kbray5,jcros4
kbray5,rryan7
kbray5,smcca9
kbray5,dgoul9
kbray5,brami4
kbray5,lward2
kbray5,csell2
kbray5,iheat4
kbray5,cdela8
kbray5,jespa1
kbray5,tpach2
kbray5,awilk9
kbray5,mmort3
kbray5,bspen7
kbray5,rbowe9
kbray5,lklei6
kbray5,wengl4
kbray5,jnels1
kbray5,jmart1
kbray5,vhowa6
kbray5,sunde1
kbray5,cstev3
kbray5,rbart6
kbray5,kobri1
kbray5,wdoug6
kbray5,rknig7
kbray5,panth3
kbray5,hcoff10
kbray5,dsava3
kbray5,ehobb7
kbray5,erobi2
kbray5,kfigu4
kbray5,amedi4
kbray5,wwilk6
kbray5,dhurs6
kbray5,apere3
kbray5,phayn1
kbray5,vdavi6
kbray5,aowen5
kbray5,sbran2
kbray5,emyer2
kbray5,cgome10
kbray5,kbail9
kbray5,wcann2
kbray5,eyang4
kbray5,jwill8
kbray5,cburk3
kbray5,cfern9
kbray5,gwhit2
kbray5,fhatf7
kbray5,lgarr10
kbray5,mnixo3
kbray5,schen9
kbray5,agree7
kbray5,wproc8
kbray5,cluce8
kbray5,amay10
kbray5,orosa5
kbray5,bbenn4
kbray5,ghold6
kbray5,jwhee10
kbray5,ccolo1
kbray5,dhint7
kbray5,dritt8
kbray5,jrubi6
kbray5,mlevy6
kbray5,dmcco3
kbray5,dcamp9
kbray5,tcomb10
kbray5,fsoli8
mherm2,cfree10
mherm2,sgood4
mherm2,kbray5
mherm2,jsala4
mherm2,wmitc5
mherm2,rgrif8
mherm2,dbest4
mherm2,hvanc2
mherm2,ajone1
mherm2,mgile3
mherm2,wclem9
mherm2,lmcco4
mherm2,nschm3
mherm2,mhale2
mherm2,ccarl8
mherm2,mhoga10
mherm2,lflyn4
mherm2,apitt4
mherm2,bhowe6
mherm2,brhod3
mherm2,smcfa7
mherm2,lho5
mherm2,rhenr7
mherm2,ljenn6
mherm2,cpayn6
mherm2,dmaye10
mherm2,hmeye1
mherm2,dguer9
mherm2,rnich4
mherm2,jcros4
mherm2,rryan7
mherm2,smcca9
mherm2,dgoul9
mherm2,brami4
mherm2,lward2
mherm2,csell2
mherm2,iheat4
mherm2,cdela8
mherm2,jespa1
mherm2,tpach2
mherm2,awilk9
mherm2,mmort3
mherm2,bspen7
mherm2,rbowe9
mherm2,lklei6
mherm2,wengl4
mherm2,jnels1
mherm2,jmart1
mherm2,vhowa6
mherm2,sunde1
mherm2,cstev3
mherm2,rbart6
mherm2,kobri1
mherm2,wdoug6
mherm2,rknig7
mherm2,panth3
mherm2,hcoff10
mherm2,dsava3
mherm2,ehobb7
mherm2,erobi2
mherm2,kfigu4
mherm2,amedi4
mherm2,wwilk6
mherm2,dhurs6
mherm2,apere3
mherm2,phayn1
mherm2,vdavi6
mherm2,aowen5
mherm2,sbran2
mherm2,emyer2
mherm2,cgome10
mherm2,kbail9
mherm2,wcann2
mherm2,eyang4
mherm2,jwill8
mherm2,cburk3
mherm2,cfern9
mherm2,gwhit2
mherm2,fhatf7
mherm2,lgarr10
mherm2,mnixo3
mherm2,schen9
mherm2,agree7
mherm2,wproc8
mherm2,cluce8
mherm2,amay10
mherm2,orosa5
mherm2,bbenn4
mherm2,ghold6
mherm2,jwhee10
mherm2,ccolo1
mherm2,dhint7
mherm2,dritt8
mherm2,jrubi6
mherm2,mlevy6
mherm2,dmcco3
mherm2,dcamp9
mherm2,tcomb10
mherm2,fsoli8
jsala4,cfree10
jsala4,sgood4
jsala4,kbray5
jsala4,mherm2
jsala4,wmitc5
jsala4,rgrif8
jsala4,dbest4
jsala4,hvanc2
jsala4,ajone1
jsala4,mgile3
jsala4,wclem9
jsala4,lmcco4
jsala4,nschm3
jsala4,mhale2
jsala4,ccarl8
jsala4,mhoga10
jsala4,lflyn4
jsala4,apitt4
jsala4,bhowe6
jsala4,brhod3
jsala4,smcfa7
jsala4,lho5
jsala4,rhenr7
jsala4,ljenn6
jsala4,cpayn6
jsala4,dmaye10
jsala4,hmeye1
jsala4,dguer9
jsala4,rnich4
jsala4,jcros4
jsala4,rryan7
jsala4,smcca9
jsala4,dgoul9
jsala4,brami4
jsala4,lward2
jsala4,csell2
jsala4,iheat4
jsala4,cdela8
jsala4,jespa1
jsala4,tpach2
jsala4,awilk9
jsala4,mmort3
jsala4,bspen7
jsala4,rbowe9
jsala4,lklei6
jsala4,wengl4
jsala4,jnels1
jsala4,jmart1
jsala4,vhowa6
jsala4,sunde1
jsala4,cstev3
jsala4,rbart6
jsala4,kobri1
jsala4,wdoug6
jsala4,rknig7
jsala4,panth3
jsala4,hcoff10
jsala4,dsava3
jsala4,ehobb7
jsala4,erobi2
jsala4,kfigu4
jsala4,amedi4
jsala4,wwilk6
jsala4,dhurs6
jsala4,apere3
jsala4,phayn1
jsala4,vdavi6
jsala4,aowen5
jsala4,sbran2
jsala4,emyer2
jsala4,cgome10
jsala4,kbail9
jsala4,wcann2
jsala4,eyang4
jsala4,jwill8
jsala4,cburk3
jsala4,cfern9
jsala4,gwhit2
jsala4,fhatf7
jsala4,lgarr10
jsala4,mnixo3
jsala4,schen9
jsala4,agree7
jsala4,wproc8
jsala4,cluce8
jsala4,amay10
jsala4,orosa5
jsala4,bbenn4
jsala4,ghold6
jsala4,jwhee10
jsala4,ccolo1
jsala4,dhint7
jsala4,dritt8
jsala4,jrubi6
jsala4,mlevy6
jsala4,dmcco3
jsala4,dcamp9
jsala4,tcomb10
jsala4,fsoli8
wmitc5,cfree10
wmitc5,sgood4
wmitc5,kbray5
wmitc5,mherm2
wmitc5,jsala4
wmitc5,rgrif8
wmitc5,dbest4
wmitc5,hvanc2
wmitc5,ajone1
wmitc5,mgile3
wmitc5,wclem9
wmitc5,lmcco4
wmitc5,nschm3
wmitc5,mhale2
wmitc5,ccarl8
wmitc5,mhoga10
wmitc5,lflyn4
wmitc5,apitt4
wmitc5,bhowe6
wmitc5,brhod3
wmitc5,smcfa7
wmitc5,lho5
wmitc5,rhenr7
wmitc5,ljenn6
wmitc5,cpayn6
wmitc5,dmaye10
wmitc5,hmeye1
wmitc5,dguer9
wmitc5,rnich4
wmitc5,jcros4
wmitc5,rryan7
wmitc5,smcca9
wmitc5,dgoul9
wmitc5,brami4
wmitc5,lward2
wmitc5,csell2
wmitc5,iheat4
wmitc5,cdela8
wmitc5,jespa1
wmitc5,tpach2
wmitc5,awilk9
wmitc5,mmort3
wmitc5,bspen7
wmitc5,rbowe9
wmitc5,lklei6
wmitc5,wengl4
wmitc5,jnels1
wmitc5,jmart1
wmitc5,vhowa6
wmitc5,sunde1
wmitc5,cstev3
wmitc5,rbart6
wmitc5,kobri1
wmitc5,wdoug6
wmitc5,rknig7
wmitc5,panth3
wmitc5,hcoff10
wmitc5,dsava3
wmitc5,ehobb7
wmitc5,erobi2
wmitc5,kfigu4
wmitc5,amedi4
wmitc5,wwilk6
wmitc5,dhurs6
wmitc5,apere3
wmitc5,phayn1
wmitc5,vdavi6
wmitc5,aowen5
wmitc5,sbran2
wmitc5,emyer2
wmitc5,cgome10
wmitc5,kbail9
wmitc5,wcann2
wmitc5,eyang4
wmitc5,jwill8
wmitc5,cburk3
wmitc5,cfern9
wmitc5,gwhit2
wmitc5,fhatf7
wmitc5,lgarr10
wmitc5,mnixo3
wmitc5,schen9
wmitc5,agree7
wmitc5,wproc8
wmitc5,cluce8
wmitc5,amay10
wmitc5,orosa5
wmitc5,bbenn4
wmitc5,ghold6
wmitc5,jwhee10
wmitc5,ccolo1
wmitc5,dhint7
wmitc5,dritt8
wmitc5,jrubi6
wmitc5,mlevy6
wmitc5,dmcco3
wmitc5,dcamp9
wmitc5,tcomb10
wmitc5,fsoli8
wmitc5,cfree10
wmitc5,sgood4
wmitc5,kbray5
wmitc5,mherm2
wmitc5,jsala4
wmitc5,wmitc5
wmitc5,rgrif8
wmitc5,dbest4
wmitc5,hvanc2
wmitc5,ajone1
wmitc5,mgile3
wmitc5,wclem9
wmitc5,lmcco4
wmitc5,nschm3
wmitc5,mhale2
wmitc5,ccarl8
wmitc5,mhoga10
wmitc5,lflyn4
wmitc5,apitt4
wmitc5,bhowe6
wmitc5,brhod3
wmitc5,smcfa7
wmitc5,lho5
wmitc5,rhenr7
wmitc5,ljenn6
wmitc5,cpayn6
wmitc5,dmaye10
wmitc5,hmeye1
wmitc5,dguer9
wmitc5,rnich4
wmitc5,jcros4
wmitc5,rryan7
wmitc5,smcca9
wmitc5,dgoul9
wmitc5,brami4
wmitc5,lward2
wmitc5,csell2
wmitc5,iheat4
wmitc5,cdela8
wmitc5,jespa1
wmitc5,tpach2
wmitc5,awilk9
wmitc5,mmort3
wmitc5,bspen7
wmitc5,rbowe9
wmitc5,lklei6
wmitc5,wengl4
wmitc5,jnels1
wmitc5,jmart1
wmitc5,vhowa6
wmitc5,sunde1
wmitc5,cstev3
wmitc5,rbart6
wmitc5,kobri1
wmitc5,wdoug6
wmitc5,rknig7
wmitc5,panth3
wmitc5,hcoff10
wmitc5,dsava3
wmitc5,ehobb7
wmitc5,erobi2
wmitc5,kfigu4
wmitc5,amedi4
wmitc5,wwilk6
wmitc5,dhurs6
wmitc5,apere3
wmitc5,phayn1
wmitc5,vdavi6
wmitc5,aowen5
wmitc5,sbran2
wmitc5,emyer2
wmitc5,cgome10
wmitc5,kbail9
wmitc5,wcann2
wmitc5,eyang4
wmitc5,jwill8
wmitc5,cburk3
wmitc5,cfern9
wmitc5,gwhit2
wmitc5,fhatf7
wmitc5,lgarr10
wmitc5,mnixo3
wmitc5,schen9
wmitc5,agree7
wmitc5,wproc8
wmitc5,cluce8
wmitc5,amay10
wmitc5,orosa5
wmitc5,bbenn4
wmitc5,ghold6
wmitc5,jwhee10
wmitc5,ccolo1
wmitc5,dhint7
wmitc5,dritt8
wmitc5,jrubi6
wmitc5,mlevy6
wmitc5,dmcco3
wmitc5,dcamp9
wmitc5,tcomb10
wmitc5,fsoli8
rgrif8,cfree10
rgrif8,sgood4
rgrif8,kbray5
rgrif8,mherm2
rgrif8,jsala4
rgrif8,wmitc5
rgrif8,dbest4
rgrif8,hvanc2
rgrif8,ajone1
rgrif8,mgile3
rgrif8,wclem9
rgrif8,lmcco4
rgrif8,nschm3
rgrif8,mhale2
rgrif8,ccarl8
rgrif8,mhoga10
rgrif8,lflyn4
rgrif8,apitt4
rgrif8,bhowe6
rgrif8,brhod3
rgrif8,smcfa7
rgrif8,lho5
rgrif8,rhenr7
rgrif8,ljenn6
rgrif8,cpayn6
rgrif8,dmaye10
rgrif8,hmeye1
rgrif8,dguer9
rgrif8,rnich4
rgrif8,jcros4
rgrif8,rryan7
rgrif8,smcca9
rgrif8,dgoul9
rgrif8,brami4
rgrif8,lward2
rgrif8,csell2
rgrif8,iheat4
rgrif8,cdela8
rgrif8,jespa1
rgrif8,tpach2
rgrif8,awilk9
rgrif8,mmort3
rgrif8,bspen7
rgrif8,rbowe9
rgrif8,lklei6
rgrif8,wengl4
rgrif8,jnels1
rgrif8,jmart1
rgrif8,vhowa6
rgrif8,sunde1
rgrif8,cstev3
rgrif8,rbart6
rgrif8,kobri1
rgrif8,wdoug6
rgrif8,rknig7
rgrif8,panth3
rgrif8,hcoff10
rgrif8,dsava3
rgrif8,ehobb7
rgrif8,erobi2
rgrif8,kfigu4
rgrif8,amedi4
rgrif8,wwilk6
rgrif8,dhurs6
rgrif8,apere3
rgrif8,phayn1
rgrif8,vdavi6
rgrif8,aowen5
rgrif8,sbran2
rgrif8,emyer2
rgrif8,cgome10
rgrif8,kbail9
rgrif8,wcann2
rgrif8,eyang4
rgrif8,jwill8
rgrif8,cburk3
rgrif8,cfern9
rgrif8,gwhit2
rgrif8,fhatf7
rgrif8,lgarr10
rgrif8,mnixo3
rgrif8,schen9
rgrif8,agree7
rgrif8,wproc8
rgrif8,cluce8
rgrif8,amay10
rgrif8,orosa5
rgrif8,bbenn4
rgrif8,ghold6
rgrif8,jwhee10
rgrif8,ccolo1
rgrif8,dhint7
rgrif8,dritt8
rgrif8,jrubi6
rgrif8,mlevy6
rgrif8,dmcco3
rgrif8,dcamp9
rgrif8,tcomb10
rgrif8,fsoli8
dbest4,cfree10
dbest4,sgood4
dbest4,kbray5
dbest4,mherm2
dbest4,jsala4
dbest4,wmitc5
dbest4,rgrif8
dbest4,hvanc2
dbest4,ajone1
dbest4,mgile3
dbest4,wclem9
dbest4,lmcco4
dbest4,nschm3
dbest4,mhale2
dbest4,ccarl8
dbest4,mhoga10
dbest4,lflyn4
dbest4,apitt4
dbest4,bhowe6
dbest4,brhod3
dbest4,smcfa7
dbest4,lho5
dbest4,rhenr7
dbest4,ljenn6
dbest4,cpayn6
dbest4,dmaye10
dbest4,hmeye1
dbest4,dguer9
dbest4,rnich4
dbest4,jcros4
dbest4,rryan7
dbest4,smcca9
dbest4,dgoul9
dbest4,brami4
dbest4,lward2
dbest4,csell2
dbest4,iheat4
dbest4,cdela8
dbest4,jespa1
dbest4,tpach2
dbest4,awilk9
dbest4,mmort3
dbest4,bspen7
dbest4,rbowe9
dbest4,lklei6
dbest4,wengl4
dbest4,jnels1
dbest4,jmart1
dbest4,vhowa6
dbest4,sunde1
dbest4,cstev3
dbest4,rbart6
dbest4,kobri1
dbest4,wdoug6
dbest4,rknig7
dbest4,panth3
dbest4,hcoff10
dbest4,dsava3
dbest4,ehobb7
dbest4,erobi2
dbest4,kfigu4
dbest4,amedi4
dbest4,wwilk6
dbest4,dhurs6
dbest4,apere3
dbest4,phayn1
dbest4,vdavi6
dbest4,aowen5
dbest4,sbran2
dbest4,emyer2
dbest4,cgome10
dbest4,kbail9
dbest4,wcann2
dbest4,eyang4
dbest4,jwill8
dbest4,cburk3
dbest4,cfern9
dbest4,gwhit2
dbest4,fhatf7
dbest4,lgarr10
dbest4,mnixo3
dbest4,schen9
dbest4,agree7
dbest4,wproc8
dbest4,cluce8
dbest4,amay10
dbest4,orosa5
dbest4,bbenn4
dbest4,ghold6
dbest4,jwhee10
dbest4,ccolo1
dbest4,dhint7
dbest4,dritt8
dbest4,jrubi6
dbest4,mlevy6
dbest4,dmcco3
dbest4,dcamp9
dbest4,tcomb10
dbest4,fsoli8
hvanc2,cfree10
hvanc2,sgood4
hvanc2,kbray5
hvanc2,mherm2
hvanc2,jsala4
hvanc2,wmitc5
hvanc2,rgrif8
hvanc2,dbest4
hvanc2,ajone1
hvanc2,mgile3
hvanc2,wclem9
hvanc2,lmcco4
hvanc2,nschm3
hvanc2,mhale2
hvanc2,ccarl8
hvanc2,mhoga10
hvanc2,lflyn4
hvanc2,apitt4
hvanc2,bhowe6
hvanc2,brhod3
hvanc2,smcfa7
hvanc2,lho5
hvanc2,rhenr7
hvanc2,ljenn6
hvanc2,cpayn6
hvanc2,dmaye10
hvanc2,hmeye1
hvanc2,dguer9
hvanc2,rnich4
hvanc2,jcros4
hvanc2,rryan7
hvanc2,smcca9
hvanc2,dgoul9
hvanc2,brami4
hvanc2,lward2
hvanc2,csell2
hvanc2,iheat4
hvanc2,cdela8
hvanc2,jespa1
hvanc2,tpach2
hvanc2,awilk9
hvanc2,mmort3
hvanc2,bspen7
hvanc2,rbowe9
hvanc2,lklei6
hvanc2,wengl4
hvanc2,jnels1
hvanc2,jmart1
hvanc2,vhowa6
hvanc2,sunde1
hvanc2,cstev3
hvanc2,rbart6
hvanc2,kobri1
hvanc2,wdoug6
hvanc2,rknig7
hvanc2,panth3
hvanc2,hcoff10
hvanc2,dsava3
hvanc2,ehobb7
hvanc2,erobi2
hvanc2,kfigu4
hvanc2,amedi4
hvanc2,wwilk6
hvanc2,dhurs6
hvanc2,apere3
hvanc2,phayn1
hvanc2,vdavi6
hvanc2,aowen5
hvanc2,sbran2
hvanc2,emyer2
hvanc2,cgome10
hvanc2,kbail9
hvanc2,wcann2
hvanc2,eyang4
hvanc2,jwill8
hvanc2,cburk3
hvanc2,cfern9
hvanc2,gwhit2
hvanc2,fhatf7
hvanc2,lgarr10
hvanc2,mnixo3
hvanc2,schen9
hvanc2,agree7
hvanc2,wproc8
hvanc2,cluce8
hvanc2,amay10
hvanc2,orosa5
hvanc2,bbenn4
hvanc2,ghold6
hvanc2,jwhee10
hvanc2,ccolo1
hvanc2,dhint7
hvanc2,dritt8
hvanc2,jrubi6
hvanc2,mlevy6
hvanc2,dmcco3
hvanc2,dcamp9
hvanc2,tcomb10
hvanc2,fsoli8
ajone1,cfree10
ajone1,sgood4
ajone1,kbray5
ajone1,mherm2
ajone1,jsala4
ajone1,wmitc5
ajone1,rgrif8
ajone1,dbest4
ajone1,hvanc2
ajone1,mgile3
ajone1,wclem9
ajone1,lmcco4
ajone1,nschm3
ajone1,mhale2
ajone1,ccarl8
ajone1,mhoga10
ajone1,lflyn4
ajone1,apitt4
ajone1,bhowe6
ajone1,brhod3
ajone1,smcfa7
ajone1,lho5
ajone1,rhenr7
ajone1,ljenn6
ajone1,cpayn6
ajone1,dmaye10
ajone1,hmeye1
ajone1,dguer9
ajone1,rnich4
ajone1,jcros4
ajone1,rryan7
ajone1,smcca9
ajone1,dgoul9
ajone1,brami4
ajone1,lward2
ajone1,csell2
ajone1,iheat4
ajone1,cdela8
ajone1,jespa1
ajone1,tpach2
ajone1,awilk9
ajone1,mmort3
ajone1,bspen7
ajone1,rbowe9
ajone1,lklei6
ajone1,wengl4
ajone1,jnels1
ajone1,jmart1
ajone1,vhowa6
ajone1,sunde1
ajone1,cstev3
ajone1,rbart6
ajone1,kobri1
ajone1,wdoug6
ajone1,rknig7
ajone1,panth3
ajone1,hcoff10
ajone1,dsava3
ajone1,ehobb7
ajone1,erobi2
ajone1,kfigu4
ajone1,amedi4
ajone1,wwilk6
ajone1,dhurs6
ajone1,apere3
ajone1,phayn1
ajone1,vdavi6
ajone1,aowen5
ajone1,sbran2
ajone1,emyer2
ajone1,cgome10
ajone1,kbail9
ajone1,wcann2
ajone1,eyang4
ajone1,jwill8
ajone1,cburk3
ajone1,cfern9
ajone1,gwhit2
ajone1,fhatf7
ajone1,lgarr10
ajone1,mnixo3
ajone1,schen9
ajone1,agree7
ajone1,wproc8
ajone1,cluce8
ajone1,amay10
ajone1,orosa5
ajone1,bbenn4
ajone1,ghold6
ajone1,jwhee10
ajone1,ccolo1
ajone1,dhint7
ajone1,dritt8
ajone1,jrubi6
ajone1,mlevy6
ajone1,dmcco3
ajone1,dcamp9
ajone1,tcomb10
ajone1,fsoli8
mgile3,cfree10
mgile3,sgood4
mgile3,kbray5
mgile3,mherm2
mgile3,jsala4
mgile3,wmitc5
mgile3,rgrif8
mgile3,dbest4
mgile3,hvanc2
mgile3,ajone1
mgile3,wclem9
mgile3,lmcco4
mgile3,nschm3
mgile3,mhale2
mgile3,ccarl8
mgile3,mhoga10
mgile3,lflyn4
mgile3,apitt4
mgile3,bhowe6
mgile3,brhod3
mgile3,smcfa7
mgile3,lho5
mgile3,rhenr7
mgile3,ljenn6
mgile3,cpayn6
mgile3,dmaye10
mgile3,hmeye1
mgile3,dguer9
mgile3,rnich4
mgile3,jcros4
mgile3,rryan7
mgile3,smcca9
mgile3,dgoul9
mgile3,brami4
mgile3,lward2
mgile3,csell2
mgile3,iheat4
mgile3,cdela8
mgile3,jespa1
mgile3,tpach2
mgile3,awilk9
mgile3,mmort3
mgile3,bspen7
mgile3,rbowe9
mgile3,lklei6
mgile3,wengl4
mgile3,jnels1
mgile3,jmart1
mgile3,vhowa6
mgile3,sunde1
mgile3,cstev3
mgile3,rbart6
mgile3,kobri1
mgile3,wdoug6
mgile3,rknig7
mgile3,panth3
mgile3,hcoff10
mgile3,dsava3
mgile3,ehobb7
mgile3,erobi2
mgile3,kfigu4
mgile3,amedi4
mgile3,wwilk6
mgile3,dhurs6
mgile3,apere3
mgile3,phayn1
mgile3,vdavi6
mgile3,aowen5
mgile3,sbran2
mgile3,emyer2
mgile3,cgome10
mgile3,kbail9
mgile3,wcann2
mgile3,eyang4
mgile3,jwill8
mgile3,cburk3
mgile3,cfern9
mgile3,gwhit2
mgile3,fhatf7
mgile3,lgarr10
mgile3,mnixo3
mgile3,schen9
mgile3,agree7
mgile3,wproc8
mgile3,cluce8
mgile3,amay10
mgile3,orosa5
mgile3,bbenn4
mgile3,ghold6
mgile3,jwhee10
mgile3,ccolo1
mgile3,dhint7
mgile3,dritt8
mgile3,jrubi6
mgile3,mlevy6
mgile3,dmcco3
mgile3,dcamp9
mgile3,tcomb10
mgile3,fsoli8
