student_id,conflict_student_id
smcfa7,phayn1
sunde1,vdavi6
sunde1,aowen5
sunde1,sbran2
tcomb10,emyer2
tcomb10,cgome10
tcomb10,kbail9
tpach2,wcann2
tpach2,eyang4
tpach2,jwill8
vdavi6,cburk3
vdavi6,cfern9
vdavi6,gwhit2
vhowa6,fhatf7
vhowa6,lgarr10
vhowa6,mnixo3
wcann2,schen9
wcann2,agree7
wcann2,wproc8
wclem9,cluce8
wclem9,amay10
wclem9,orosa5
wdoug6,bbenn4
wdoug6,ghold6
wdoug6,jwhee10
wengl4,ccolo1
wengl4,dhint7
wengl4,dritt8
wmitc5,jrubi6
wmitc5,mlevy6
wmitc5,dmcco3
wproc8,dcamp9
wproc8,tcomb10
wproc8,fsoli8
wwilk6,cfree10
wwilk6,sgood4
wwilk6,kbray5
